session_id,task_id,model,domain,difficulty,source,tool_selected,tool_correct,final_correct,cost,input_tokens,output_tokens,steps
bl_gpt4o_mini_weather_049_5ed585,weather_049,gpt4o_mini,weather,easy,synthetic,,False,False,6.825e-05,131,81,2
bl_gpt4o_mini_calendar_005_fb8131,calendar_005,gpt4o_mini,calendar,easy,synthetic,,False,True,4.53e-05,102,50,2
bl_gpt4o_mini_medical_007_e8f1cb,medical_007,gpt4o_mini,medical,easy,synthetic,,False,True,5.61e-05,110,66,2
bl_gpt4o_mini_medical_001_033e8e,medical_001,gpt4o_mini,medical,easy,synthetic,,False,True,4.455e-05,105,48,2
bl_gpt4o_mini_medical_048_61dd23,medical_048,gpt4o_mini,medical,easy,synthetic,,False,True,6.63e-05,118,81,2
bl_gpt4o_mini_weather_063_cb67ad,weather_063,gpt4o_mini,weather,medium,synthetic,,False,True,9.315e-05,133,122,2
bl_gpt4o_mini_halueval_0077_67c381,halueval_0077,gpt4o_mini,knowledge,hard,halueval,,False,False,7.319999999999999e-05,200,72,2
bl_gpt4o_mini_calendar_048_d37059,calendar_048,gpt4o_mini,calendar,easy,synthetic,,False,True,7.155e-05,117,90,2
bl_gpt4o_mini_medical_026_1d9f31,medical_026,gpt4o_mini,medical,easy,synthetic,,False,True,4.455e-05,105,48,2
bl_gpt4o_mini_halueval_0021_bd3147,halueval_0021,gpt4o_mini,knowledge,medium,halueval,,False,False,6.974999999999999e-05,193,68,2
bl_gpt4o_mini_calendar_047_519f54,calendar_047,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.00017085,599,135,8
bl_gpt4o_mini_halueval_0084_406bcc,halueval_0084,gpt4o_mini,knowledge,medium,halueval,,False,False,9.39e-05,210,104,2
bl_gpt4o_mini_halueval_0091_e5d18d,halueval_0091,gpt4o_mini,knowledge,medium,halueval,,False,False,9.975e-05,197,117,2
bl_gpt4o_mini_halueval_0051_c09117,halueval_0051,gpt4o_mini,knowledge,medium,halueval,,False,False,6.824999999999999e-05,203,63,2
bl_gpt4o_mini_calendar_010_ac13e2,calendar_010,gpt4o_mini,calendar,easy,synthetic,,False,True,4.71e-05,102,53,2
bl_gpt4o_mini_halueval_0040_696a70,halueval_0040,gpt4o_mini,knowledge,hard,halueval,,False,False,7.620000000000001e-05,208,75,2
bl_gpt4o_mini_calendar_022_09f0e9,calendar_022,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.00017925,627,142,8
bl_gpt4o_mini_medical_095_fa9f7e,medical_095,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004236,1640,296,14
bl_gpt4o_mini_medical_066_886ba7,medical_066,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004255499999999,1585,313,14
bl_gpt4o_mini_weather_035_2fa5eb,weather_035,gpt4o_mini,weather,easy,synthetic,,False,True,4.874999999999999e-05,121,51,2
bl_gpt4o_mini_calendar_070_7d2268,calendar_070,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.0004595999999999,1736,332,14
bl_gpt4o_mini_weather_031_7e135b,weather_031,gpt4o_mini,weather,easy,synthetic,,False,False,5.4e-05,124,59,2
bl_gpt4o_mini_halueval_0000_da152d,halueval_0000,gpt4o_mini,knowledge,hard,halueval,,False,False,7.8e-05,196,81,2
bl_gpt4o_mini_medical_069_9b1d46,medical_069,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.0001987499999999,609,179,8
bl_gpt4o_mini_toolbench_syn_0081_121434,toolbench_syn_0081,gpt4o_mini,calendar,hard,toolbench_synthetic,get_events,False,True,0.0002000999999999,670,166,8
bl_gpt4o_mini_halueval_0061_fede58,halueval_0061,gpt4o_mini,knowledge,hard,halueval,,False,False,7.56e-05,212,73,2
bl_gpt4o_mini_toolbench_syn_0082_70d672,toolbench_syn_0082,gpt4o_mini,weather,easy,toolbench_synthetic,,False,False,4.484999999999999e-05,119,45,2
bl_gpt4o_mini_toolbench_syn_0054_31f642,toolbench_syn_0054,gpt4o_mini,calendar,hard,toolbench_synthetic,,False,True,7.89e-05,110,104,2
bl_gpt4o_mini_weather_011_5ebfe3,weather_011,gpt4o_mini,weather,easy,synthetic,,False,False,5.235e-05,125,56,2
bl_gpt4o_mini_toolbench_syn_0042_41b00e,toolbench_syn_0042,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.185e-05,119,40,2
bl_gpt4o_mini_toolbench_syn_0063_c2f2b3,toolbench_syn_0063,gpt4o_mini,weather,easy,toolbench_synthetic,,False,False,3.9e-05,116,36,2
bl_gpt4o_mini_calendar_016_3b1dcf,calendar_016,gpt4o_mini,calendar,easy,synthetic,,False,True,8.19e-05,122,106,2
bl_gpt4o_mini_medical_032_2350f4,medical_032,gpt4o_mini,medical,easy,synthetic,,False,True,5.565e-05,111,65,2
bl_gpt4o_mini_weather_062_2c35ff,weather_062,gpt4o_mini,weather,medium,synthetic,,False,True,9.285e-05,135,121,2
bl_gpt4o_mini_medical_025_81517c,medical_025,gpt4o_mini,medical,easy,synthetic,,False,False,4.635e-05,105,51,2
bl_gpt4o_mini_calendar_074_764f78,calendar_074,gpt4o_mini,calendar,medium,synthetic,get_events,True,True,0.0004960499999999,1843,366,14
bl_gpt4o_mini_toolbench_syn_0012_4954e7,toolbench_syn_0012,gpt4o_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.00019965,671,165,8
bl_gpt4o_mini_medical_065_9ec0d6,medical_065,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004185,1630,290,14
bl_gpt4o_mini_toolbench_syn_0056_49d400,toolbench_syn_0056,gpt4o_mini,calendar,easy,toolbench_synthetic,get_events,False,True,0.00017295,633,130,8
bl_gpt4o_mini_toolbench_syn_0010_64496a,toolbench_syn_0010,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.665e-05,119,48,2
bl_gpt4o_mini_toolbench_syn_0072_490a7e,toolbench_syn_0072,gpt4o_mini,weather,easy,toolbench_synthetic,,False,False,4.8299999999999995e-05,118,51,2
bl_gpt4o_mini_calendar_003_229863,calendar_003,gpt4o_mini,calendar,easy,synthetic,,False,True,7.59e-05,118,97,2
bl_gpt4o_mini_calendar_060_39b0e5,calendar_060,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.00045975,1709,339,14
bl_gpt4o_mini_toolbench_syn_0044_b44d09,toolbench_syn_0044,gpt4o_mini,medical,easy,toolbench_synthetic,,False,False,0.00010275,105,145,2
bl_gpt4o_mini_toolbench_syn_0037_bf8286,toolbench_syn_0037,gpt4o_mini,calendar,medium,toolbench_synthetic,get_events,False,False,0.0002058,628,186,8
bl_gpt4o_mini_toolbench_syn_0065_b6a84b,toolbench_syn_0065,gpt4o_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0001841999999999,580,162,8
bl_gpt4o_mini_medical_044_0a9f53,medical_044,gpt4o_mini,medical,easy,synthetic,,False,False,4.5e-05,104,49,2
bl_gpt4o_mini_medical_082_90a47c,medical_082,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004303499999999,1553,329,15
bl_gpt4o_mini_weather_066_f0711a,weather_066,gpt4o_mini,weather,medium,synthetic,,False,True,8.834999999999999e-05,133,114,2
bl_gpt4o_mini_weather_085_893641,weather_085,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.00054495,1565,517,11
bl_gpt4o_mini_halueval_0023_1b236c,halueval_0023,gpt4o_mini,knowledge,medium,halueval,,False,False,7.065e-05,195,69,2
bl_gpt4o_mini_weather_065_c99430,weather_065,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.00026055,913,206,8
bl_gpt4o_mini_weather_044_88f365,weather_044,gpt4o_mini,weather,easy,synthetic,,False,False,6.825e-05,131,81,2
bl_gpt4o_mini_medical_049_056b06,medical_049,gpt4o_mini,medical,easy,synthetic,get_patient_record,True,True,0.00014025,543,98,8
bl_gpt4o_mini_halueval_0017_00278a,halueval_0017,gpt4o_mini,knowledge,medium,halueval,,False,False,6.96e-05,204,65,2
bl_gpt4o_mini_toolbench_syn_0075_86857d,toolbench_syn_0075,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.305e-05,119,42,2
bl_gpt4o_mini_weather_030_1b7d1d,weather_030,gpt4o_mini,weather,easy,synthetic,,False,True,5.01e-05,122,53,2
bl_gpt4o_mini_medical_073_e32b74,medical_073,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00045,1668,333,14
bl_gpt4o_mini_calendar_024_c8ff8d,calendar_024,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.00016395,581,128,8
bl_gpt4o_mini_calendar_023_54c556,calendar_023,gpt4o_mini,calendar,easy,synthetic,,False,True,8.309999999999999e-05,118,109,2
bl_gpt4o_mini_toolbench_syn_0055_ba72f8,toolbench_syn_0055,gpt4o_mini,weather,hard,toolbench_synthetic,,False,False,4.305e-05,119,42,2
bl_gpt4o_mini_calendar_058_ad10f7,calendar_058,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.0002283,738,196,8
bl_gpt4o_mini_toolbench_syn_0030_1762f1,toolbench_syn_0030,gpt4o_mini,calendar,easy,toolbench_synthetic,,False,True,7.89e-05,102,106,2
bl_gpt4o_mini_weather_010_ed4a62,weather_010,gpt4o_mini,weather,easy,synthetic,,False,True,4.874999999999999e-05,121,51,2
bl_gpt4o_mini_toolbench_syn_0006_657c39,toolbench_syn_0006,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.305e-05,119,42,2
bl_gpt4o_mini_weather_001_93b1b2,weather_001,gpt4o_mini,weather,easy,synthetic,,False,True,5.22e-05,124,56,2
bl_gpt4o_mini_calendar_066_95f1c1,calendar_066,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.0004485,1702,322,14
bl_gpt4o_mini_medical_051_1e9ec5,medical_051,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004257,1646,298,14
bl_gpt4o_mini_weather_083_e63f6e,weather_083,gpt4o_mini,weather,medium,synthetic,,False,True,9.225e-05,135,120,2
bl_gpt4o_mini_medical_077_2b5da4,medical_077,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.0002055,634,184,8
bl_gpt4o_mini_medical_072_3c64fa,medical_072,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00044205,1651,324,14
bl_gpt4o_mini_halueval_0073_c29d7d,halueval_0073,gpt4o_mini,knowledge,medium,halueval,,False,False,6.225e-05,199,54,2
bl_gpt4o_mini_toolbench_syn_0047_79a582,toolbench_syn_0047,gpt4o_mini,weather,hard,toolbench_synthetic,,False,False,4.8299999999999995e-05,118,51,2
bl_gpt4o_mini_toolbench_syn_0019_9ea649,toolbench_syn_0019,gpt4o_mini,medical,easy,toolbench_synthetic,,False,True,5.505e-05,107,65,2
bl_gpt4o_mini_toolbench_syn_0099_efc999,toolbench_syn_0099,gpt4o_mini,calendar,medium,toolbench_synthetic,get_events,False,True,0.0001841999999999,632,149,8
bl_gpt4o_mini_calendar_053_bfebdb,calendar_053,gpt4o_mini,calendar,medium,synthetic,,False,True,0.00012045,139,166,2
bl_gpt4o_mini_calendar_092_395381,calendar_092,gpt4o_mini,calendar,medium,synthetic,get_events,True,True,0.0004882499999999,1879,344,14
bl_gpt4o_mini_weather_092_df87a8,weather_092,gpt4o_mini,weather,medium,synthetic,,False,True,9.405e-05,135,123,2
bl_gpt4o_mini_medical_060_e9f7fb,medical_060,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00041655,1565,303,14
bl_gpt4o_mini_medical_057_64a69c,medical_057,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.00020955,637,190,8
bl_gpt4o_mini_weather_055_4fabe4,weather_055,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.0005532,1592,524,11
bl_gpt4o_mini_halueval_0030_19e9a4,halueval_0030,gpt4o_mini,knowledge,medium,halueval,,False,False,8.324999999999999e-05,223,83,2
bl_gpt4o_mini_weather_002_183bc7,weather_002,gpt4o_mini,weather,easy,synthetic,,False,False,6.045e-05,127,69,2
bl_gpt4o_mini_halueval_0059_7cb9b4,halueval_0059,gpt4o_mini,knowledge,medium,halueval,,False,False,0.0001194,240,139,2
bl_gpt4o_mini_weather_081_eae7fc,weather_081,gpt4o_mini,weather,medium,synthetic,,False,False,6.135e-05,133,69,2
bl_gpt4o_mini_medical_023_5059bd,medical_023,gpt4o_mini,medical,easy,synthetic,,False,True,6.495e-05,117,79,2
bl_gpt4o_mini_halueval_0031_a0bdd9,halueval_0031,gpt4o_mini,knowledge,hard,halueval,,False,False,6.96e-05,196,67,2
bl_gpt4o_mini_halueval_0055_0637f7,halueval_0055,gpt4o_mini,knowledge,medium,halueval,,False,False,6.93e-05,222,60,2
bl_gpt4o_mini_halueval_0098_3d85b8,halueval_0098,gpt4o_mini,knowledge,hard,halueval,,False,False,7.515e-05,197,76,2
bl_gpt4o_mini_halueval_0004_793b68,halueval_0004,gpt4o_mini,knowledge,medium,halueval,,False,False,8.4e-05,200,90,2
bl_gpt4o_mini_halueval_0036_8e7636,halueval_0036,gpt4o_mini,knowledge,medium,halueval,,False,False,8.625e-05,203,93,2
bl_gpt4o_mini_weather_006_f64fa1,weather_006,gpt4o_mini,weather,easy,synthetic,,False,True,5.6399999999999995e-05,124,63,2
bl_gpt4o_mini_weather_059_c1da44,weather_059,gpt4o_mini,weather,medium,synthetic,,False,True,8.325e-05,135,105,2
bl_gpt4o_mini_toolbench_syn_0028_343d2c,toolbench_syn_0028,gpt4o_mini,calendar,hard,toolbench_synthetic,get_events,False,True,0.00020025,671,166,8
bl_gpt4o_mini_calendar_029_5f9863,calendar_029,gpt4o_mini,calendar,easy,synthetic,,False,False,4.62e-05,108,50,2
bl_gpt4o_mini_medical_040_8d5132,medical_040,gpt4o_mini,medical,easy,synthetic,,False,False,4.635e-05,105,51,2
bl_gpt4o_mini_medical_071_033f7f,medical_071,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.0004251,1614,305,14
bl_gpt4o_mini_halueval_0005_8f53f7,halueval_0005,gpt4o_mini,knowledge,hard,halueval,,False,False,8.685e-05,199,95,2
bl_gpt4o_mini_medical_084_a8ac2b,medical_084,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00042825,1547,327,15
bl_gpt4o_mini_weather_033_dc7b7a,weather_033,gpt4o_mini,weather,easy,synthetic,,False,True,4.305e-05,119,42,2
bl_gpt4o_mini_calendar_098_444aed,calendar_098,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.00022305,715,193,8
bl_gpt4o_mini_halueval_0087_ccb0c2,halueval_0087,gpt4o_mini,knowledge,medium,halueval,,False,False,7.125e-05,195,70,2
bl_gpt4o_mini_calendar_096_e375d4,calendar_096,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.0004393499999999,1677,313,14
bl_gpt4o_mini_halueval_0029_898d98,halueval_0029,gpt4o_mini,knowledge,hard,halueval,,False,False,5.8349999999999995e-05,201,47,2
bl_gpt4o_mini_halueval_0058_22e99a,halueval_0058,gpt4o_mini,knowledge,hard,halueval,,False,False,0.0001335,218,168,2
bl_gpt4o_mini_toolbench_syn_0005_b7e519,toolbench_syn_0005,gpt4o_mini,calendar,easy,toolbench_synthetic,create_event,True,True,0.00041115,1589,288,14
bl_gpt4o_mini_weather_057_6c0dc1,weather_057,gpt4o_mini,weather,medium,synthetic,,False,False,7.935e-05,133,99,2
bl_gpt4o_mini_weather_025_c39e95,weather_025,gpt4o_mini,weather,easy,synthetic,,False,True,4.874999999999999e-05,121,51,2
bl_gpt4o_mini_weather_047_539ff5,weather_047,gpt4o_mini,weather,easy,synthetic,,False,False,5.55e-05,126,61,2
bl_gpt4o_mini_medical_053_16fea7,medical_053,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.00020835,633,189,8
bl_gpt4o_mini_medical_061_2307b4,medical_061,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.0001926,608,169,8
bl_gpt4o_mini_toolbench_syn_0086_fe414e,toolbench_syn_0086,gpt4o_mini,weather,easy,toolbench_synthetic,,False,False,4.185e-05,119,40,2
bl_gpt4o_mini_weather_071_830d62,weather_071,gpt4o_mini,weather,medium,synthetic,,False,True,9.045e-05,135,117,2
bl_gpt4o_mini_weather_079_d5f2b4,weather_079,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.0005337,1550,502,11
bl_gpt4o_mini_medical_005_38ded3,medical_005,gpt4o_mini,medical,easy,synthetic,,False,False,4.635e-05,105,51,2
bl_gpt4o_mini_halueval_0027_11b9a9,halueval_0027,gpt4o_mini,knowledge,medium,halueval,,False,False,0.00010035,201,117,2
bl_gpt4o_mini_medical_020_96723a,medical_020,gpt4o_mini,medical,easy,synthetic,,False,False,4.635e-05,105,51,2
bl_gpt4o_mini_calendar_035_cd683f,calendar_035,gpt4o_mini,calendar,easy,synthetic,,False,True,4.65e-05,102,52,2
bl_gpt4o_mini_medical_099_490191,medical_099,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,True,0.0004464,1660,329,14
bl_gpt4o_mini_halueval_0074_6f82f5,halueval_0074,gpt4o_mini,knowledge,medium,halueval,,False,False,7.364999999999999e-05,199,73,2
bl_gpt4o_mini_medical_076_3f318d,medical_076,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004244999999999,1590,310,14
bl_gpt4o_mini_medical_100_e7bd51,medical_100,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004284,1556,325,15
bl_gpt4o_mini_halueval_0092_6ed2de,halueval_0092,gpt4o_mini,knowledge,medium,halueval,,False,False,7.56e-05,220,71,2
bl_gpt4o_mini_halueval_0041_80cc12,halueval_0041,gpt4o_mini,knowledge,hard,halueval,,False,False,7.035e-05,221,62,2
bl_gpt4o_mini_medical_035_a08880,medical_035,gpt4o_mini,medical,easy,synthetic,,False,False,4.695e-05,105,52,2
bl_gpt4o_mini_calendar_027_8ee149,calendar_027,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.0001788,624,142,8
bl_gpt4o_mini_medical_003_f58d0c,medical_003,gpt4o_mini,medical,easy,synthetic,,False,True,6.495e-05,117,79,2
bl_gpt4o_mini_toolbench_syn_0029_a3c9c2,toolbench_syn_0029,gpt4o_mini,calendar,medium,toolbench_synthetic,get_events,False,False,0.00017415,597,141,8
bl_gpt4o_mini_toolbench_syn_0035_5ba06b,toolbench_syn_0035,gpt4o_mini,calendar,hard,toolbench_synthetic,,False,True,9.33e-05,102,130,2
bl_gpt4o_mini_weather_074_5609f9,weather_074,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.00045105,1435,393,11
bl_gpt4o_mini_toolbench_syn_0076_6f30bb,toolbench_syn_0076,gpt4o_mini,medical,medium,toolbench_synthetic,,False,False,4.2149999999999995e-05,105,44,2
bl_gpt4o_mini_toolbench_syn_0080_499f7c,toolbench_syn_0080,gpt4o_mini,weather,easy,toolbench_synthetic,,False,False,4.665e-05,119,48,2
bl_gpt4o_mini_toolbench_syn_0067_d33da6,toolbench_syn_0067,gpt4o_mini,weather,hard,toolbench_synthetic,,False,False,3.9e-05,116,36,2
bl_gpt4o_mini_medical_056_07248a,medical_056,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00043395,1581,328,15
bl_gpt4o_mini_weather_034_3f6ebb,weather_034,gpt4o_mini,weather,easy,synthetic,,False,False,7.065e-05,131,85,2
bl_gpt4o_mini_calendar_009_0abdcd,calendar_009,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.0001709999999999,604,134,8
bl_gpt4o_mini_medical_091_dd83e6,medical_091,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004083,1630,273,14
bl_gpt4o_mini_medical_006_f9332d,medical_006,gpt4o_mini,medical,easy,synthetic,,False,True,4.455e-05,105,48,2
bl_gpt4o_mini_calendar_038_da9825,calendar_038,gpt4o_mini,calendar,easy,synthetic,,False,True,7.725e-05,119,99,2
bl_gpt4o_mini_halueval_0082_72e099,halueval_0082,gpt4o_mini,knowledge,hard,halueval,,False,False,7.379999999999999e-05,200,73,2
bl_gpt4o_mini_calendar_018_31bdf7,calendar_018,gpt4o_mini,calendar,easy,synthetic,,False,True,7.29e-05,118,92,2
bl_gpt4o_mini_weather_029_9f4ce2,weather_029,gpt4o_mini,weather,easy,synthetic,,False,False,7.065e-05,131,85,2
bl_gpt4o_mini_toolbench_syn_0050_b50492,toolbench_syn_0050,gpt4o_mini,calendar,hard,toolbench_synthetic,,False,True,6.765e-05,107,86,2
bl_gpt4o_mini_calendar_062_fa6189,calendar_062,gpt4o_mini,calendar,medium,synthetic,get_events,True,False,0.00024645,791,213,8
bl_gpt4o_mini_halueval_0067_c36b85,halueval_0067,gpt4o_mini,knowledge,hard,halueval,,False,False,9.06e-05,200,101,2
bl_gpt4o_mini_calendar_067_6afb14,calendar_067,gpt4o_mini,calendar,medium,synthetic,create_event,True,True,0.00063945,2283,495,14
bl_gpt4o_mini_medical_086_f4d4a9,medical_086,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.0004275,1554,324,15
bl_gpt4o_mini_halueval_0099_03df34,halueval_0099,gpt4o_mini,knowledge,medium,halueval,,False,False,6.9e-05,204,64,2
bl_gpt4o_mini_calendar_039_9d3050,calendar_039,gpt4o_mini,calendar,easy,synthetic,,False,False,4.98e-05,108,56,2
bl_gpt4o_mini_halueval_0063_49c9bf,halueval_0063,gpt4o_mini,knowledge,medium,halueval,,False,False,9.63e-05,218,106,2
bl_gpt4o_mini_toolbench_syn_0052_64b249,toolbench_syn_0052,gpt4o_mini,calendar,medium,toolbench_synthetic,create_event,True,False,0.0004975499999999,1681,409,15
bl_gpt4o_mini_medical_037_906be1,medical_037,gpt4o_mini,medical,easy,synthetic,,False,True,5.37e-05,110,62,2
bl_gpt4o_mini_halueval_0094_f32035,halueval_0094,gpt4o_mini,knowledge,hard,halueval,,False,False,7.184999999999998e-05,207,68,2
bl_gpt4o_mini_halueval_0009_8e8bd4,halueval_0009,gpt4o_mini,knowledge,hard,halueval,,False,False,9.045e-05,207,99,2
bl_gpt4o_mini_halueval_0038_4355c0,halueval_0038,gpt4o_mini,knowledge,hard,halueval,,False,False,0.00010575,269,109,2
bl_gpt4o_mini_halueval_0011_1252f7,halueval_0011,gpt4o_mini,knowledge,hard,halueval,,False,False,6.974999999999999e-05,197,67,2
bl_gpt4o_mini_toolbench_syn_0011_1174f2,toolbench_syn_0011,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.47e-05,118,45,2
bl_gpt4o_mini_weather_037_57a806,weather_037,gpt4o_mini,weather,easy,synthetic,,False,False,5.55e-05,126,61,2
bl_gpt4o_mini_medical_074_ed6427,medical_074,gpt4o_mini,medical,medium,synthetic,get_patient_record,True,False,0.00042885,1599,315,14
bl_gpt4o_mini_toolbench_syn_0031_2c7da2,toolbench_syn_0031,gpt4o_mini,calendar,hard,toolbench_synthetic,,False,True,6.989999999999999e-05,102,91,2
bl_gpt4o_mini_toolbench_syn_0049_28fa75,toolbench_syn_0049,gpt4o_mini,calendar,medium,toolbench_synthetic,,False,True,6.84e-05,108,87,2
bl_gpt4o_mini_weather_088_76c4a0,weather_088,gpt4o_mini,weather,medium,synthetic,get_weather,True,True,0.0005484,1576,520,11
bl_gpt4o_mini_toolbench_syn_0043_3628f1,toolbench_syn_0043,gpt4o_mini,weather,medium,toolbench_synthetic,,False,False,4.47e-05,118,45,2
bl_gpt4o_mini_halueval_0070_641e4a,halueval_0070,gpt4o_mini,knowledge,medium,halueval,,False,False,0.00013185,239,160,2
bl_gpt4o_mini_calendar_037_b98735,calendar_037,gpt4o_mini,calendar,easy,synthetic,get_events,True,False,0.000186,636,151,8
bl_gpt4o_mini_calendar_008_926b72,calendar_008,gpt4o_mini,calendar,easy,synthetic,,False,True,6.915e-05,121,85,2
bl_gpt4o_mini_weather_084_d8d95e,weather_084,gpt4o_mini,weather,medium,synthetic,,False,True,8.955e-05,133,116,2
